Date,Open,High,Low,Close,Adj Close,Volume
2015-10-30,109.029999,109.029999,109.029999,109.029999,98.034508,0
2015-11-03,109.029999,109.029999,109.029999,109.029999,98.034508,0
2015-11-04,106.629997,106.629997,106.250000,106.349998,95.624794,5900
2015-11-05,106.720001,106.720001,106.720001,106.720001,95.957489,1100
2015-11-06,106.639999,106.639999,106.150002,106.150002,95.444969,10800
2015-11-09,106.949997,106.949997,106.949997,106.949997,96.164291,1800
2015-11-10,107.300003,107.300003,105.849998,105.849998,95.175224,2400
2015-11-11,108.150002,108.150002,106.860001,106.860001,96.083359,5400
2015-11-12,106.860001,106.860001,106.860001,106.860001,96.083359,0
2015-11-13,106.970001,106.970001,106.970001,106.970001,96.182266,3200
2015-11-16,105.529999,105.529999,105.529999,105.529999,94.887497,3900
2015-11-17,106.349998,106.349998,106.349998,106.349998,95.624794,2300
2015-11-18,106.150002,106.150002,106.150002,106.150002,95.444969,4200
2015-11-19,106.150002,106.150002,106.150002,106.150002,95.444969,0
2015-11-23,106.570000,106.889999,106.570000,106.889999,96.110344,2300
2015-11-24,106.000000,106.000000,106.000000,106.000000,95.310104,3000
2015-11-25,106.000000,106.000000,106.000000,106.000000,95.310104,0
2015-11-26,106.000000,106.000000,106.000000,106.000000,95.310104,0
2015-11-27,106.000000,106.000000,106.000000,106.000000,96.094627,0
2015-11-30,111.209999,111.209999,111.209999,111.209999,100.817757,1000
2015-12-01,111.209999,111.209999,111.209999,111.209999,100.817757,0
2015-12-02,109.849998,109.849998,109.389999,109.389999,99.167839,5900
2015-12-03,109.389999,109.389999,109.389999,109.389999,99.167839,0
2015-12-04,108.449997,108.449997,108.449997,108.449997,98.315666,2300
2015-12-07,109.099998,109.790001,109.099998,109.790001,99.530457,1400
2015-12-08,110.900002,110.900002,110.900002,110.900002,100.536720,3000
2015-12-09,109.099998,109.099998,109.099998,109.099998,98.904938,3500
2015-12-10,111.169998,111.199997,111.169998,111.199997,100.808685,5200
2015-12-11,111.199997,111.199997,111.199997,111.199997,100.808685,0
2015-12-14,112.669998,112.669998,112.220001,112.220001,101.733383,2900
2015-12-15,112.220001,112.220001,112.220001,112.220001,101.733383,0
2015-12-16,115.400002,115.400002,115.320000,115.320000,104.543686,6700
2015-12-17,115.320000,115.320000,115.320000,115.320000,104.543686,0
2015-12-18,115.320000,115.320000,115.320000,115.320000,104.543686,0
2015-12-21,115.320000,115.320000,115.320000,115.320000,104.543686,0
2015-12-22,116.449997,117.599998,116.449997,117.599998,106.610641,3600
2015-12-23,117.599998,117.599998,117.599998,117.599998,106.610641,0
2015-12-28,114.809998,114.989998,114.809998,114.989998,104.244530,5100
2015-12-29,116.610001,116.610001,116.610001,116.610001,105.713150,1600
2015-12-30,116.610001,116.610001,116.610001,116.610001,105.713150,0
2016-01-04,118.379997,118.379997,118.379997,118.379997,107.317734,900
2016-01-05,118.379997,118.379997,118.379997,118.379997,107.317734,0
2016-01-06,118.379997,118.379997,118.379997,118.379997,107.317734,0
2016-01-07,118.379997,118.379997,118.379997,118.379997,107.317734,0
2016-01-08,118.379997,118.379997,118.379997,118.379997,107.317734,0
2016-01-11,116.930000,116.930000,116.930000,116.930000,106.003235,500
2016-01-12,116.930000,116.930000,116.930000,116.930000,106.003235,0
2016-01-13,117.680000,117.680000,117.680000,117.680000,106.683159,2000
2016-01-14,117.680000,117.680000,117.680000,117.680000,106.683159,0
2016-01-15,116.010002,116.010002,116.010002,116.010002,105.169212,6100
2016-01-18,116.010002,116.010002,116.010002,116.010002,105.169212,0
2016-01-19,117.599998,117.599998,117.599998,117.599998,106.610641,8600
2016-01-20,117.599998,117.599998,117.599998,117.599998,106.610641,0
2016-01-21,121.650002,121.650002,121.650002,121.650002,110.282166,1200
2016-01-22,121.500000,121.500000,121.500000,121.500000,110.146187,6000
2016-01-26,122.099998,123.000000,121.900002,123.000000,111.506020,5700
2016-01-27,123.930000,123.930000,123.930000,123.930000,112.349121,3300
2016-01-28,124.050003,124.309998,124.050003,124.309998,112.693611,5600
2016-01-29,123.980003,123.980003,123.980003,123.980003,112.394455,900
2016-02-01,124.500000,124.500000,122.970001,122.970001,111.478836,5600
2016-02-02,122.970001,122.970001,122.970001,122.970001,111.478836,0
2016-02-03,121.779999,121.779999,119.849998,119.849998,108.650368,3400
2016-02-04,116.800003,116.800003,116.800003,116.800003,105.885384,6100
2016-02-05,114.400002,114.400002,114.400002,114.400002,103.709656,4200
2016-02-10,115.300003,116.129997,115.300003,116.129997,105.277992,7600
2016-02-11,116.129997,116.129997,116.129997,116.129997,105.277992,0
2016-02-12,117.150002,117.150002,117.150002,117.150002,106.202675,3500
2016-02-15,117.150002,117.150002,117.150002,117.150002,106.202675,0
2016-02-16,120.070000,120.559998,120.070000,120.559998,109.294014,92700
2016-02-17,120.559998,120.559998,120.559998,120.559998,109.294014,0
2016-02-18,120.559998,120.559998,120.559998,120.559998,109.294014,0
2016-02-19,120.559998,120.559998,120.559998,120.559998,109.294014,0
2016-02-22,120.559998,120.559998,120.559998,120.559998,109.294014,0
2016-02-23,120.559998,120.559998,120.559998,120.559998,109.294014,0
2016-02-24,120.559998,120.559998,120.559998,120.559998,109.294014,0
2016-02-25,120.559998,120.559998,120.559998,120.559998,109.294014,0
2016-02-26,120.559998,120.559998,120.559998,120.559998,110.115883,0
2016-02-29,120.559998,120.559998,120.559998,120.559998,110.115883,0
2016-03-01,120.559998,120.559998,120.559998,120.559998,110.115883,0
2016-03-02,115.099998,115.099998,115.099998,115.099998,105.128906,4200
2016-03-03,110.349998,110.349998,110.349998,110.349998,100.790367,7800
2016-03-04,110.349998,110.349998,110.349998,110.349998,100.790367,0
2016-03-07,110.300003,111.290001,110.300003,111.290001,101.648956,1000
2016-03-08,110.900002,110.900002,110.900002,110.900002,101.292740,1900
2016-03-09,110.800003,110.800003,110.800003,110.800003,101.201408,7300
2016-03-10,110.800003,110.800003,110.800003,110.800003,101.201408,0
2016-03-11,110.800003,110.800003,110.800003,110.800003,101.201408,0
2016-03-14,110.800003,110.800003,110.800003,110.800003,101.201408,0
2016-03-15,113.750000,113.750000,113.750000,113.750000,103.895836,23400
2016-03-16,113.750000,113.750000,113.750000,113.750000,103.895836,0
2016-03-17,112.940002,112.940002,112.940002,112.940002,103.156006,4200
2016-03-18,110.220001,110.220001,110.220001,110.220001,100.671646,3600
2016-03-21,110.220001,110.220001,110.220001,110.220001,100.671646,0
2016-03-22,110.900002,110.900002,110.900002,110.900002,101.292740,1800
2016-03-23,113.580002,113.580002,113.580002,113.580002,103.740562,2400
2016-03-24,113.680000,113.680000,113.680000,113.680000,103.831902,900
2016-03-28,111.580002,111.580002,111.580002,111.580002,101.913826,25900
2016-03-29,113.040001,113.040001,113.040001,113.040001,103.247345,3500
2016-03-30,113.040001,113.040001,113.040001,113.040001,103.247345,0
2016-03-31,113.470001,113.470001,113.470001,113.470001,103.640099,900
2016-04-01,113.000000,113.000000,113.000000,113.000000,103.210793,1500
2016-04-04,114.800003,115.500000,114.800003,115.500000,105.494232,8900
2016-04-05,116.800003,116.800003,116.800003,116.800003,106.681625,3600
2016-04-06,116.800003,116.800003,116.800003,116.800003,106.681625,0
2016-04-07,117.949997,117.949997,117.949997,117.949997,107.731995,2700
2016-04-08,117.949997,117.949997,117.949997,117.949997,107.731995,0
2016-04-11,117.949997,117.949997,117.949997,117.949997,107.731995,0
2016-04-12,117.949997,117.949997,117.949997,117.949997,107.731995,0
2016-04-13,110.650002,110.650002,110.650002,110.650002,101.064407,1500
2016-04-14,110.169998,110.169998,110.169998,110.169998,100.625961,1600
2016-04-15,112.699997,112.699997,112.699997,112.699997,102.936790,1700
2016-04-18,114.610001,114.610001,114.610001,114.610001,104.681328,3200
2016-04-19,114.610001,114.610001,114.610001,114.610001,104.681328,0
2016-04-20,114.050003,114.050003,114.050003,114.050003,104.169853,13900
2016-04-22,114.050003,114.050003,114.050003,114.050003,104.169853,0
2016-04-25,112.750000,112.750000,112.750000,112.750000,102.982468,1900
2016-04-26,112.750000,112.750000,112.750000,112.750000,102.982468,0
2016-04-27,112.550003,112.550003,112.550003,112.550003,102.799797,2700
2016-04-28,112.550003,112.550003,112.550003,112.550003,102.799797,0
2016-04-29,112.550003,112.550003,112.550003,112.550003,102.799797,0
2016-05-02,111.349998,111.349998,111.349998,111.349998,101.703743,1800
2016-05-03,113.669998,113.669998,113.669998,113.669998,103.822769,4700
2016-05-04,113.919998,113.919998,113.919998,113.919998,104.051102,7700
2016-05-05,114.699997,114.699997,114.699997,114.699997,104.763527,11800
2016-05-06,114.699997,114.699997,114.699997,114.699997,104.763527,0
2016-05-09,115.300003,115.940002,115.300003,115.940002,105.896118,9200
2016-05-10,115.940002,115.940002,115.940002,115.940002,105.896118,0
2016-05-11,111.750000,111.750000,111.750000,111.750000,102.069092,11800
2016-05-12,111.750000,111.750000,111.750000,111.750000,102.069092,0
2016-05-13,113.209999,113.209999,113.209999,113.209999,103.402618,2300
2016-05-16,113.650002,113.650002,113.650002,113.650002,103.804512,1300
2016-05-17,113.650002,113.650002,113.650002,113.650002,103.804512,0
2016-05-18,113.199997,113.199997,111.790001,111.790001,102.105637,6000
2016-05-19,111.790001,111.790001,111.790001,111.790001,102.105637,0
2016-05-20,111.790001,111.790001,111.790001,111.790001,102.105637,0
2016-05-23,109.870003,109.870003,109.870003,109.870003,100.351974,9000
2016-05-24,109.870003,109.870003,109.870003,109.870003,100.351974,0
2016-05-25,109.870003,109.870003,109.870003,109.870003,100.351974,0
2016-05-27,109.870003,109.870003,109.870003,109.870003,100.351974,0
2016-05-30,109.870003,109.870003,109.870003,109.870003,100.351974,0
2016-05-31,109.870003,109.870003,109.870003,109.870003,100.351974,0
2016-06-01,109.870003,109.870003,109.870003,109.870003,100.351974,0
2016-06-02,109.870003,109.870003,109.870003,109.870003,101.046288,0
2016-06-03,109.870003,109.870003,109.870003,109.870003,101.046288,0
2016-06-06,109.870003,109.870003,109.870003,109.870003,101.046288,0
2016-06-07,109.870003,109.870003,109.870003,109.870003,101.046288,0
2016-06-08,103.150002,103.150002,103.150002,103.150002,94.865967,1500
2016-06-09,104.150002,104.150002,104.150002,104.150002,95.785667,1600
2016-06-10,104.419998,104.419998,104.419998,104.419998,96.033966,2400
2016-06-13,106.800003,106.800003,106.800003,106.800003,98.222839,3000
2016-06-14,106.800003,106.800003,106.800003,106.800003,98.222839,0
2016-06-15,106.800003,106.800003,106.800003,106.800003,98.222839,0
2016-06-16,106.800003,106.800003,106.800003,106.800003,98.222839,0
2016-06-17,104.650002,104.650002,104.650002,104.650002,96.245499,1500
2016-06-20,104.650002,104.650002,104.650002,104.650002,96.245499,0
2016-06-21,103.669998,103.669998,103.669998,103.669998,95.344208,1100
2016-06-22,102.000000,102.000000,102.000000,102.000000,93.808327,5900
2016-06-23,102.000000,102.000000,102.000000,102.000000,93.808327,0
2016-06-24,101.449997,101.449997,100.699997,100.699997,92.612724,16100
2016-06-27,100.699997,100.699997,100.699997,100.699997,92.612724,0
2016-06-28,100.699997,100.699997,100.699997,100.699997,92.612724,0
2016-06-29,100.699997,100.699997,100.699997,100.699997,92.612724,0
2016-06-30,100.699997,100.699997,100.699997,100.699997,92.612724,0
2016-07-01,96.309998,96.309998,96.309998,96.309998,88.575279,7100
2016-07-04,96.309998,96.309998,96.309998,96.309998,88.575279,0
2016-07-05,99.410004,99.410004,99.410004,99.410004,91.426331,4200
2016-07-06,101.099998,101.099998,101.099998,101.099998,92.980591,500
2016-07-07,101.099998,101.099998,100.970001,100.970001,92.861038,2900
2016-07-08,100.970001,100.970001,100.309998,100.309998,92.254036,4200
2016-07-11,100.419998,100.419998,100.419998,100.419998,92.355209,1400
2016-07-12,100.040001,100.320000,100.040001,100.320000,92.263229,1200
2016-07-13,100.500000,100.500000,100.500000,100.500000,92.428780,1000
2016-07-14,99.870003,99.870003,99.870003,99.870003,91.849388,1900
2016-07-15,101.000000,101.000000,100.449997,100.449997,92.382790,500
2016-07-18,100.419998,100.419998,100.419998,100.419998,92.355209,700
2016-07-19,102.739998,102.739998,102.739998,102.739998,94.488876,4100
2016-07-20,102.160004,102.160004,102.160004,102.160004,93.955482,3500
2016-07-21,103.730003,104.010002,103.730003,104.010002,95.656891,6800
2016-07-22,105.879997,105.879997,104.599998,104.599998,96.199509,5900
2016-07-25,104.970001,105.220001,104.970001,105.220001,96.769730,20300
2016-07-26,105.220001,105.220001,105.220001,105.220001,96.769730,4600
2016-07-27,97.750000,97.750000,97.750000,97.750000,89.899643,2800
2016-07-28,98.320000,98.320000,98.320000,98.320000,90.423859,200
2016-07-29,95.800003,95.800003,95.800003,95.800003,88.106262,1700
2016-08-01,96.290001,96.290001,96.290001,96.290001,88.556892,300
2016-08-02,95.800003,95.800003,95.800003,95.800003,88.106262,1600
2016-08-03,95.000000,95.000000,95.000000,95.000000,87.370499,1200
2016-08-04,94.459999,94.459999,94.459999,94.459999,86.873856,1800
2016-08-05,94.459999,94.459999,94.040001,94.040001,86.487595,2800
2016-08-08,94.010002,94.010002,93.610001,93.610001,86.092117,1300
2016-08-09,92.940002,92.940002,92.650002,92.650002,85.209229,600
2016-08-10,92.239998,92.239998,92.239998,92.239998,84.832153,2200
2016-08-11,93.330002,93.330002,93.150002,93.150002,85.669067,2400
2016-08-12,94.820000,94.820000,94.820000,94.820000,87.204948,2100
2016-08-15,93.989998,93.989998,93.989998,93.989998,86.441612,400
2016-08-16,93.989998,93.989998,93.800003,93.800003,86.266869,1700
2016-08-17,93.500000,93.500000,93.500000,93.500000,85.990952,2600
2016-08-18,94.500000,94.500000,94.500000,94.500000,86.910645,2000
2016-08-19,92.269997,92.599998,92.269997,92.599998,85.163231,2100
2016-08-22,92.599998,92.599998,92.370003,92.370003,84.951706,1500
2016-08-23,92.370003,92.370003,92.370003,92.370003,84.951706,0
2016-08-24,92.430000,92.430000,92.199997,92.199997,84.795357,8500
2016-08-25,93.000000,93.000000,93.000000,93.000000,85.531113,2000
2016-08-26,93.000000,93.000000,93.000000,93.000000,85.531113,0
2016-08-29,93.250000,93.250000,93.250000,93.250000,85.761040,100
2016-08-30,93.290001,93.290001,93.290001,93.290001,86.468788,300
2016-08-31,93.290001,93.290001,93.290001,93.290001,86.468788,0
2016-09-01,93.290001,93.290001,93.290001,93.290001,86.468788,0
2016-09-02,93.559998,93.559998,93.559998,93.559998,86.719048,6000
2016-09-05,93.559998,93.559998,93.559998,93.559998,86.719048,0
2016-09-06,94.790001,94.790001,92.279999,92.279999,85.532639,2900
2016-09-08,93.470001,93.470001,93.470001,93.470001,86.635635,300
2016-09-09,94.050003,94.050003,94.050003,94.050003,87.173233,1400
2016-09-12,93.570000,93.570000,93.570000,93.570000,86.728317,2200
2016-09-13,95.050003,95.050003,95.050003,95.050003,88.100105,500
2016-09-14,95.709999,95.709999,95.709999,95.709999,88.711845,1300
2016-09-15,95.650002,95.650002,95.650002,95.650002,88.656235,800
2016-09-16,94.599998,94.599998,94.599998,94.599998,87.683006,500
2016-09-19,94.000000,94.110001,94.000000,94.110001,87.228828,2100
2016-09-20,94.440002,94.440002,94.440002,94.440002,87.534714,700
2016-09-21,93.480003,93.480003,93.480003,93.480003,86.644905,3100
2016-09-22,94.800003,94.800003,94.800003,94.800003,87.868385,700
2016-09-23,94.800003,94.800003,94.800003,94.800003,87.868385,0
2016-09-26,94.089996,94.279999,94.089996,94.279999,87.386406,3700
2016-09-27,94.199997,94.199997,94.199997,94.199997,87.312256,500
2016-09-28,92.440002,94.680000,92.440002,94.680000,87.757156,1700
2016-09-29,92.870003,93.040001,92.870003,93.040001,86.237083,1600
2016-09-30,93.199997,93.199997,93.199997,93.199997,86.385376,500
2016-10-03,92.559998,92.559998,91.900002,91.900002,85.180428,1000
2016-10-04,91.900002,91.900002,91.900002,91.900002,85.180428,0
2016-10-05,91.220001,91.220001,91.220001,91.220001,84.550156,1100
2016-10-06,91.750000,91.750000,91.750000,91.750000,85.041405,100
2016-10-07,91.300003,91.300003,91.300003,91.300003,84.624298,1100
2016-10-10,91.800003,91.989998,91.800003,91.989998,85.263840,1900
2016-10-11,91.150002,91.150002,91.150002,91.150002,84.485283,800
2016-10-13,91.919998,91.919998,91.919998,91.919998,85.198975,2700
2016-10-14,91.470001,91.470001,91.470001,91.470001,84.781883,700
2016-10-17,90.050003,90.050003,90.050003,90.050003,83.465691,600
2016-10-18,88.800003,88.800003,88.800003,88.800003,82.307098,1000
2016-10-19,88.449997,88.449997,88.449997,88.449997,81.982666,700
2016-10-20,88.449997,88.449997,88.449997,88.449997,81.982666,0
2016-10-21,90.169998,90.169998,90.169998,90.169998,83.576927,3100
2016-10-24,88.699997,88.730003,88.480003,88.480003,82.010490,1700
2016-10-25,87.639999,87.639999,87.620003,87.620003,81.213371,4300
2016-10-26,88.290001,88.290001,87.800003,87.800003,81.380219,900
2016-10-27,88.050003,88.110001,88.050003,88.110001,81.667534,1200
2016-10-28,89.129997,89.129997,89.129997,89.129997,82.612968,700
2016-10-31,89.269997,89.419998,89.269997,89.419998,82.881767,1000
2016-11-01,90.849998,90.849998,90.849998,90.849998,84.207199,1100
2016-11-03,89.949997,89.949997,89.949997,89.949997,83.373016,1700
2016-11-04,89.949997,89.949997,89.949997,89.949997,83.373016,0
2016-11-07,90.300003,90.410004,90.300003,90.410004,83.799377,1000
2016-11-08,90.410004,90.410004,90.410004,90.410004,83.799377,0
2016-11-09,91.730003,91.900002,91.730003,91.900002,85.180428,3200
2016-11-10,96.080002,96.360001,95.779999,95.779999,88.776733,4100
2016-11-11,96.660004,96.660004,96.059998,96.059998,89.036240,1800
2016-11-14,101.209999,102.220001,101.209999,102.220001,94.745850,4600
2016-11-16,101.220001,101.250000,101.220001,101.250000,93.846764,1600
2016-11-17,100.540001,102.230003,100.540001,102.230003,94.755127,2500
2016-11-18,101.370003,101.370003,101.019997,101.019997,93.633575,900
2016-11-21,100.050003,100.050003,99.470001,99.470001,92.196922,800
2016-11-22,100.230003,100.230003,100.230003,100.230003,92.901360,3400
2016-11-23,101.309998,101.309998,101.309998,101.309998,93.902382,3800
2016-11-24,101.309998,101.309998,101.309998,101.309998,93.902382,0
2016-11-25,103.470001,103.470001,103.470001,103.470001,95.904457,200
2016-11-28,102.430000,102.430000,102.339996,102.339996,94.857071,400
2016-11-29,102.339996,102.339996,102.339996,102.339996,95.595284,0
2016-11-30,102.339996,102.339996,102.339996,102.339996,95.595284,0
2016-12-01,102.339996,102.339996,102.339996,102.339996,95.595284,0
2016-12-02,102.040001,102.040001,102.040001,102.040001,95.315056,1600
2016-12-05,102.989998,102.989998,102.989998,102.989998,96.202454,500
2016-12-06,101.279999,101.279999,101.279999,101.279999,94.605141,500
2016-12-07,102.360001,102.360001,102.360001,102.360001,95.613976,900
2016-12-08,102.500000,102.500000,102.500000,102.500000,95.744766,100
2016-12-09,101.900002,101.900002,101.900002,101.900002,95.184303,600
2016-12-12,101.480003,101.480003,101.480003,101.480003,94.791977,700
2016-12-13,101.480003,101.480003,101.480003,101.480003,94.791977,0
2016-12-14,101.480003,101.480003,101.480003,101.480003,94.791977,0
2016-12-15,103.120003,103.120003,103.120003,103.120003,96.323891,300
2016-12-16,104.160004,104.160004,104.160004,104.160004,97.295349,1700
2016-12-19,104.750000,104.750000,104.750000,104.750000,97.846474,800
2016-12-20,103.669998,103.669998,103.669998,103.669998,96.837646,400
2016-12-21,103.669998,103.669998,103.669998,103.669998,96.837646,0
2016-12-22,102.650002,102.650002,102.650002,102.650002,95.884857,100
2016-12-23,102.650002,102.650002,102.650002,102.650002,95.884857,0
2016-12-26,102.650002,102.650002,102.650002,102.650002,95.884857,0
2016-12-27,100.529999,100.529999,100.529999,100.529999,93.904572,200
2016-12-28,101.220001,101.220001,101.220001,101.220001,94.549103,600
2016-12-29,99.849998,99.849998,99.849998,99.849998,93.269394,400
2017-01-02,99.849998,99.849998,99.849998,99.849998,93.269394,0
2017-01-03,97.419998,97.419998,97.419998,97.419998,90.999550,2600
2017-01-04,95.910004,95.910004,95.910004,95.910004,89.589066,1800
2017-01-05,95.910004,95.910004,95.910004,95.910004,89.589066,0
2017-01-06,95.910004,95.910004,95.910004,95.910004,89.589066,0
2017-01-09,95.910004,95.910004,95.910004,95.910004,89.589066,0
2017-01-10,95.910004,95.910004,95.910004,95.910004,89.589066,0
2017-01-11,96.400002,96.400002,96.000000,96.000000,89.673126,1000
2017-01-12,96.000000,96.000000,96.000000,96.000000,89.673126,0
2017-01-13,96.000000,96.000000,96.000000,96.000000,89.673126,0
2017-01-16,96.000000,96.000000,96.000000,96.000000,89.673126,0
2017-01-17,98.110001,98.360001,97.930000,98.360001,91.877586,3500
2017-01-18,98.449997,98.449997,98.449997,98.449997,91.961670,500
2017-01-19,97.760002,97.760002,97.760002,97.760002,91.317139,10600
2017-01-20,97.760002,97.760002,97.760002,97.760002,91.317139,0
2017-01-23,97.000000,97.000000,96.480003,96.480003,90.121506,8700
2017-01-24,95.570000,95.570000,95.570000,95.570000,89.271469,100
2017-01-26,97.410004,97.410004,97.410004,97.410004,90.990211,200
2017-01-27,97.410004,97.410004,97.410004,97.410004,90.990211,0
2017-01-30,95.889999,95.889999,95.889999,95.889999,89.570374,300
2017-01-31,96.180000,96.180000,96.050003,96.050003,89.719833,800
2017-02-01,96.050003,96.050003,96.050003,96.050003,89.719833,0
2017-02-02,96.019997,96.019997,96.019997,96.019997,89.691803,1000
2017-02-03,97.250000,97.250000,96.550003,96.550003,90.186882,1400
2017-02-06,97.230003,97.230003,96.910004,96.910004,90.523155,900
2017-02-07,96.989998,96.989998,96.989998,96.989998,90.597870,400
2017-02-08,96.989998,96.989998,96.989998,96.989998,90.597870,0
2017-02-09,97.139999,97.139999,97.139999,97.139999,90.737991,200
2017-02-10,97.669998,97.669998,97.669998,97.669998,91.233063,800
2017-02-13,97.629997,98.199997,97.629997,98.199997,91.728134,31300
2017-02-14,97.370003,97.449997,97.010002,97.010002,90.616562,33500
2017-02-15,97.010002,97.010002,97.010002,97.010002,90.616562,0
2017-02-16,97.000000,97.000000,97.000000,97.000000,90.607216,500
2017-02-17,98.050003,98.050003,98.050003,98.050003,91.588036,2300
2017-02-20,98.050003,98.050003,98.050003,98.050003,91.588036,0
2017-02-21,98.050003,98.050003,98.050003,98.050003,91.588036,0
2017-02-22,98.050003,98.050003,98.050003,98.050003,91.588036,0
2017-02-23,98.050003,98.050003,98.050003,98.050003,92.275581,0
2017-02-24,98.050003,98.050003,98.050003,98.050003,92.275581,0
2017-03-01,98.050003,98.050003,98.050003,98.050003,92.275581,0
2017-03-02,101.400002,101.400002,101.400002,101.400002,95.428276,2000
2017-03-03,99.440002,99.440002,99.440002,99.440002,93.583710,1200
2017-03-06,99.800003,100.010002,99.800003,100.010002,94.120132,1000
2017-03-07,99.940002,99.940002,99.449997,99.660004,93.790764,1100
2017-03-08,99.660004,99.660004,99.660004,99.660004,93.790764,0
2017-03-09,101.949997,101.949997,101.949997,101.949997,95.945877,900
2017-03-10,101.949997,101.949997,101.949997,101.949997,95.945877,0
2017-03-13,100.949997,100.949997,100.949997,100.949997,95.004784,1000
2017-03-14,101.070000,101.070000,101.070000,101.070000,95.117706,800
2017-03-15,101.070000,101.070000,101.070000,101.070000,95.117706,0
2017-03-16,100.099998,100.099998,100.099998,100.099998,94.204834,900
2017-03-17,100.919998,100.919998,100.150002,100.150002,94.251892,1900
2017-03-20,99.070000,99.070000,99.070000,99.070000,93.235504,800
2017-03-21,98.790001,98.790001,98.720001,98.760002,92.943756,56800
2017-03-22,98.760002,98.760002,98.760002,98.760002,92.943756,0
2017-03-23,100.989998,101.529999,100.989998,101.529999,95.550621,19400
2017-03-24,101.470001,101.470001,101.470001,101.470001,95.494156,800
2017-03-27,101.330002,101.330002,101.330002,101.330002,95.362411,7800
2017-03-28,101.330002,101.330002,101.330002,101.330002,95.362411,0
2017-03-29,101.330002,101.330002,101.330002,101.330002,95.362411,0
2017-03-30,100.410004,100.410004,100.410004,100.410004,94.496590,100
2017-03-31,100.410004,100.410004,100.410004,100.410004,94.496590,0
2017-04-03,100.550003,100.559998,100.550003,100.559998,94.637749,2000
2017-04-04,100.309998,100.309998,100.309998,100.309998,94.402458,1900
2017-04-05,100.309998,100.309998,100.309998,100.309998,94.402458,0
2017-04-06,102.230003,102.230003,102.230003,102.230003,96.209404,700
2017-04-07,101.389999,102.129997,101.389999,102.129997,96.115280,1400
2017-04-10,101.809998,101.809998,101.809998,101.809998,95.814133,100
2017-04-11,101.809998,101.809998,101.809998,101.809998,95.814133,100
2017-04-12,103.150002,103.150002,103.150002,103.150002,97.075218,900
2017-04-13,103.150002,103.150002,103.150002,103.150002,97.075218,0
2017-04-17,103.150002,103.150002,103.150002,103.150002,97.075218,0
2017-04-18,102.620003,102.620003,102.620003,102.620003,96.576431,400
2017-04-19,103.930000,103.930000,103.930000,103.930000,97.809280,600
